12-Jun-2020;;;;;;;;;;;;;;;
iShares MSCI Emerging Markets ETF;;;;;;;;;;;;;;;
Inception Date;Apr 07, 2003;;;;;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;;;;;
Number of Securities (excluding cash and derivatives);1,209.00;;;;;;;;;;;;;;
Shares Outstanding;545,400,000.00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange;Location;Currency;Market Currency;FX Rate
ADCB;ABU DHABI COMMERCIAL BANK;Equity;0,07;1,36;10 786 140,00;14 682 411,55;14 682 411,55;Financials;6545464;AEA000201011;Abu Dhabi Securities Exchange;United Arab Emirates;USD;AED;3,67
2345;ACCTON TECHNOLOGY CORP;Equity;0,07;7,64;1 915 000,00;14 622 509,52;14 622 509,52;Information Technology;6005214;TW0002345006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1169;HAIER ELECTRONICS GROUP LTD;Equity;0,07;2,94;4 955 000,00;14 577 102,23;14 577 102,23;Consumer Discretionary;B1TL3R8;BMG423131256;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
IQ;IQIYI ADS REPRESENTING INC;Equity;0,07;17,80;818 084,00;14 561 895,20;14 561 895,20;Communication;BYWT1W1;US46267X1081;NASDAQ;China;USD;USD;1,00
JGS;JG SUMMIT HOLDINGS INC;Equity;0,07;1,29;11 187 804,00;14 484 757,69;14 484 757,69;Industrials;6466457;PHY444251177;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
6030;CITIC SECURITIES COMPANY LTD H;Equity;0,07;1,92;7 525 000,00;14 467 232,68;14 467 232,68;Financials;B6SPB49;CNE1000016V2;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SBILIFE;SBI LIFE INSURANCE COMPANY LTD;Equity;0,06;9,89;1 421 225,00;14 060 951,20;14 060 951,20;Financials;BZ60N32;INE123W01016;National Stock Exchange Of India;India;USD;INR;75,85
EQTL3;EQUATORIAL ENERGIA SA;Equity;0,06;4,26;3 292 900,00;14 043 049,22;14 043 049,22;Utilities;B128R96;BREQTLACNOR0;XBSP;Brazil;USD;BRL;5,06
151;WANT WANT CHINA HOLDINGS LTD;Equity;0,06;0,73;19 285 000,00;13 984 555,04;13 984 555,04;Consumer Staples;B2Q14Z3;KYG9431R1039;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
BBSE3;BB SEGURIDADE SA;Equity;0,06;5,22;2 681 100,00;13 985 401,88;13 985 401,88;Financials;B9N3SQ0;BRBBSEACNOR5;XBSP;Brazil;USD;BRL;5,06
SBSP3;COMPANHIA DE SANEAMENTO BASICO DE;Equity;0,06;10,65;1 301 124,00;13 861 803,99;13 861 803,99;Utilities;B1YCHL8;BRSBSPACNOR5;XBSP;Brazil;USD;BRL;5,06
2280;ALMARAI;Equity;0,06;14,55;952 635,00;13 857 432,00;13 857 432,00;Consumer Staples;B137VV2;SA000A0ETHT1;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
AMS;ANGLO AMERICAN PLATINUM LTD;Equity;0,06;67,17;205 013,00;13 771 719,38;13 771 719,38;Materials;6761000;ZAE000013181;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
5110;SAUDI ELECTRICITY;Equity;0,06;4,24;3 233 291,00;13 696 370,56;13 696 370,56;Utilities;B132NM2;SA0007879550;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
2301;LITE ON TECHNOLOGY CORP;Equity;0,06;1,71;7 932 246,00;13 584 536,18;13 584 536,18;Information Technology;6519481;TW0002301009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
6505;FORMOSA PETROCHEMICAL CORP;Equity;0,06;3,07;4 413 000,00;13 538 178,88;13 538 178,88;Energy;6718716;TW0006505001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
4904;FAR EASTONE TELECOMMUNICATIONS LTD;Equity;0,06;2,29;5 890 000,00;13 502 342,99;13 502 342,99;Communication;6421854;TW0004904008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2801;CHANG HWA COMMERCIAL BANK LTD;Equity;0,06;0,66;20 396 244,00;13 373 797,18;13 373 797,18;Financials;6187855;TW0002801008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
OMU;OLD MUTUAL LIMITED LTD;Equity;0,06;0,74;17 895 313,00;13 317 344,99;13 317 344,99;Financials;BDVPYN5;ZAE000255360;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
2338;WEICHAI POWER LTD H;Equity;0,06;1,80;7 349 800,00;13 257 919,77;13 257 919,77;Industrials;6743956;CNE1000004L9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6808;SUN ART RETAIL GROUP LTD;Equity;0,06;1,44;9 175 000,00;13 211 829,52;13 211 829,52;Consumer Staples;B3MPN59;HK0000083920;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
ZLAB;ZAI LABORATORY ADR REPRESENTING LT;Equity;0,06;69,00;191 181,00;13 191 489,00;13 191 489,00;Health Care;BD9GVY0;US98887Q1040;NASDAQ;China;USD;USD;1,00
CCRO3;COMPANHIA CONCESSOES RODOVIARIAS S;Equity;0,06;2,84;4 636 000,00;13 143 983,10;13 143 983,10;Industrials;2840970;BRCCROACNOR2;XBSP;Brazil;USD;BRL;5,06
SNGSP;SURGUTNEFTEGAZ PREF;Equity;0,06;0,50;26 302 600,00;13 119 698,77;13 119 698,77;Energy;B5BHR47;RU0009029524;Standard-Classica-Forts;Russian Federation;USD;RUB;69,71
2327;YAGEO CORP;Equity;0,06;12,84;1 020 861,00;13 112 228,74;13 112 228,74;Information Technology;6984380;TW0002327004;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2395;ADVANTECH LTD;Equity;0,06;9,78;1 335 126,00;13 052 844,96;13 052 844,96;Information Technology;6202673;TW0002395001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BILI;BILIBILI AMERICAN DEPOSITARY SHARE;Equity;0,06;35,87;362 293,00;12 995 449,91;12 995 449,91;Communication;BFNLRN6;US0900401060;NASDAQ;China;USD;USD;1,00
6862;HAIDILAO INTERNATIONAL HOLDING LTD;Equity;0,06;4,51;2 876 000,00;12 969 664,91;12 969 664,91;Consumer Discretionary;BGN9715;KYG4290A1013;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
656;FOSUN INTERNATIONAL LTD;Equity;0,06;1,31;9 883 000,00;12 930 622,83;12 930 622,83;Industrials;B1Z7FX0;HK0656038673;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TECHM;TECH MAHINDRA LTD;Equity;0,06;7,31;1 759 595,00;12 867 701,74;12 867 701,74;Information Technology;BWFGD63;INE669C01036;National Stock Exchange Of India;India;USD;INR;75,85
762;CHINA UNICOM (HONG KONG) LTD;Equity;0,06;0,56;22 990 000,00;12 844 569,75;12 844 569,75;Communication;6263830;HK0000049939;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
017670;SK TELECOM LTD;Equity;0,06;173,20;73 699,00;12 764 779,45;12 764 779,45;Communication;6224871;KR7017670001;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
968;XINYI SOLAR HOLDINGS LTD;Equity;0,06;0,85;15 012 000,00;12 687 397,58;12 687 397,58;Information Technology;BGQYNN1;KYG9829N1025;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2290;YANBU NATIONAL PETROCHEMICALS;Equity;0,06;13,77;915 233,00;12 606 246,46;12 606 246,46;Materials;B128CF7;SA000A0HNF36;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
REM;REMGRO LTD;Equity;0,06;6,43;1 959 350,00;12 589 649,23;12 589 649,23;Financials;6290689;ZAE000026480;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
1099;SINOPHARM GROUP LTD H;Equity;0,06;2,52;4 999 200,00;12 578 469,96;12 578 469,96;Health Care;B3ZVDV0;CNE100000FN7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
CLS;CLICKS GROUP LTD;Equity;0,06;13,00;967 660,00;12 576 555,97;12 576 555,97;Consumer Staples;6105578;ZAE000134854;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
PTTGC.R;PTT GLOBAL CHEMICAL NON VOTING DR;Equity;0,06;1,47;8 533 630,00;12 534 264,06;12 534 264,06;Materials;B73BGD3;TH1074010R12;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
PFBCOLOM;BANCOLOMBIA PREF SA;Equity;0,06;7,08;1 755 249,00;12 424 607,09;12 424 607,09;Financials;BJ62LW1;COB07PA00086;Bolsa De Valores De Colombia;Colombia;USD;COP;3 757,84
ICICIGI;ICICI LOMBARD GENERAL INSURANCE CO;Equity;0,06;17,16;723 824,00;12 417 204,18;12 417 204,18;Financials;BYXH7P9;INE765G01017;National Stock Exchange Of India;India;USD;INR;75,85
3105;WIN SEMICONDUCTORS CORP;Equity;0,06;9,74;1 272 000,00;12 392 812,59;12 392 812,59;Information Technology;B56LHP5;TW0003105003;Gretai Securities Market;Taiwan;USD;TWD;29,66
600900;CHINA YANGTZE POWER LTD A;Equity;0,06;2,47;5 002 415,00;12 380 502,20;12 380 502,20;Utilities;BP3R2M8;CNE000001G87;Shanghai Stock Exchange;China;USD;CNY;7,07
322;TINGYI (CAYMAN ISLANDS) HOLDINGS C;Equity;0,06;1,64;7 516 000,00;12 355 174,77;12 355 174,77;Consumer Staples;6903556;KYG8878S1030;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
RICHTER;GEDEON RICHTER;Equity;0,06;22,21;555 949,00;12 347 353,44;12 347 353,44;Health Care;BC9ZH86;HU0000123096;Budapest Stock Exchange;Hungary;USD;HUF;308,65
DIALOG;DIALOG GROUP;Equity;0,06;0,86;14 350 412,00;12 341 186,18;12 341 186,18;Energy;B00MRS2;MYL7277OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
SNGS;SURGUTNEFTEGAZ;Equity;0,06;0,57;21 446 060,00;12 300 161,08;12 300 161,08;Energy;B5BHQP1;RU0008926258;Standard-Classica-Forts;Russian Federation;USD;RUB;69,71
DIGI;DIGI.COM;Equity;0,06;1,03;11 976 000,00;12 291 711,78;12 291 711,78;Communication;6086242;MYL6947OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
DABUR;DABUR INDIA LTD;Equity;0,06;6,01;2 037 048,00;12 236 655,63;12 236 655,63;Consumer Staples;6297356;INE016A01026;National Stock Exchange Of India;India;USD;INR;75,85
BRDT3;PETROBRAS DISTRIBUIDORA SA;Equity;0,06;4,43;2 756 100,00;12 199 996,45;12 199 996,45;Consumer Discretionary;2683777;BRBRDTACNOR1;XBSP;Brazil;USD;BRL;5,06
BPCL;BHARAT PETROLEUM LTD;Equity;0,06;4,93;2 473 214,00;12 191 222,63;12 191 222,63;Energy;6099723;INE029A01011;National Stock Exchange Of India;India;USD;INR;75,85
1102;ASIA CEMENT CORP;Equity;0,06;1,49;8 195 077,00;12 169 812,29;12 169 812,29;Materials;6056331;TW0001102002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
CEZ;CEZ;Equity;0,06;20,60;590 852,00;12 168 678,85;12 168 678,85;Utilities;5624030;CZ0005112300;Prague Stock Exchange;Czech Republic;USD;CZK;23,82
APN;ASPEN PHARMACARE LTD;Equity;0,06;8,22;1 474 379,00;12 117 475,70;12 117 475,70;Health Care;B09C0Z1;ZAE000066692;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
7020;ETIHAD ETISALAT;Equity;0,06;7,65;1 576 332,00;12 052 944,82;12 052 944,82;Communication;B12LR51;SA000A0DM9P2;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
HMPRO.R;HOME PRODUCT CENTER NON-VOTING DR;Equity;0,06;0,52;23 272 114,00;12 020 137,97;12 020 137,97;Consumer Discretionary;6418555;TH0661010R17;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
1313;CHINA RESOURCES CEMENT HOLDINGS LT;Equity;0,06;1,27;9 470 000,00;12 011 470,82;12 011 470,82;Materials;B41XC98;KYG2113L1068;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HTO;HELLENIC TELECOMMUNICATIONS ORGANI;Equity;0,06;13,70;876 215,00;12 002 600,73;12 002 600,73;Communication;5051605;GRS260333000;Athens Exchange S.A. Cash Market;Greece;USD;EUR;0,89
WIPRO;WIPRO LTD;Equity;0,05;2,74;4 362 523,00;11 957 002,49;11 957 002,49;Information Technology;6206051;INE075A01022;National Stock Exchange Of India;India;USD;INR;75,85
2888;SHIN KONG FINANCIAL HOLDING LTD;Equity;0,05;0,29;41 568 586,00;11 953 613,54;11 953 613,54;Financials;6452586;TW0002888005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
998;CHINA CITIC BANK CORP LTD H;Equity;0,05;0,44;27 172 800,00;11 920 816,51;11 920 816,51;Financials;B1W0JF2;CNE1000001Q4;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HEROMOTOCO;HERO MOTOCORP LTD;Equity;0,05;31,66;371 642,00;11 767 948,82;11 767 948,82;Consumer Discretionary;6327327;INE158A01026;National Stock Exchange Of India;India;USD;INR;75,85
GODREJCP;GODREJ CONSUMER PRODUCTS LTD;Equity;0,05;8,00;1 469 063,00;11 752 116,65;11 752 116,65;Consumer Staples;B1BDGY0;INE102D01028;National Stock Exchange Of India;India;USD;INR;75,85
1114;BRILLIANCE CHINA AUTOMOTIVE HOLDIN;Equity;0,05;1,01;11 628 000,00;11 717 872,03;11 717 872,03;Consumer Discretionary;6181482;BMG1368B1028;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
300750;CONTEMPORARY AMPEREX TECHNOLOGY LT;Equity;0,05;22,49;520 929,00;11 715 772,74;11 715 772,74;Industrials;BHQPSY7;CNE100003662;Shenzhen Stock Exchange;China;USD;CNY;7,07
BAJAJ.AUTO;BAJAJ AUTO LTD;Equity;0,05;36,68;318 450,00;11 680 243,47;11 680 243,47;Consumer Discretionary;B2QKXW0;INE917I01010;National Stock Exchange Of India;India;USD;INR;75,85
SCCO;SOUTHERN COPPER CORP;Equity;0,05;37,02;314 186,00;11 631 165,72;11 631 165,72;Materials;2823777;US84265V1052;New York Stock Exchange Inc.;Peru;USD;USD;1,00
NTPC;NTPC LTD;Equity;0,05;1,28;9 079 939,00;11 599 434,28;11 599 434,28;Utilities;B037HF1;INE733E01010;National Stock Exchange Of India;India;USD;INR;75,85
KGH;KGHM POLSKA MIEDZ SA;Equity;0,05;22,09;524 651,00;11 590 247,81;11 590 247,81;Materials;5263251;PLKGHM000017;Warsaw Stock Exchange/Equities/Main Market;Poland;USD;PLN;3,96
1080;ARAB NATIONAL BANK;Equity;0,05;5,57;2 074 376,00;11 550 408,53;11 550 408,53;Financials;B12LZK2;SA0007879105;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
2050;SAVOLA GROUP;Equity;0,05;11,72;984 427,00;11 539 839,62;11 539 839,62;Consumer Staples;B133RS9;SA0007879162;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
SQM.B;SOCIEDAD QUIMICA Y MINERA DE CHILE;Equity;0,05;26,24;438 669,00;11 512 402,36;11 512 402,36;Materials;2718301;CLP8716X1082;Santiago Stock Exchange;Chile;USD;CLP;792,95
CPIN;CHAROEN POKPHAND INDONESIA;Equity;0,05;0,41;28 074 845,00;11 495 524,25;11 495 524,25;Consumer Staples;6315344;ID1000117708;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
SHP;SHOPRITE HOLDINGS LTD;Equity;0,05;6,23;1 843 206,00;11 479 460,48;11 479 460,48;Consumer Staples;6801575;ZAE000012084;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
009540;KOREA SHIPBUILDING AND OFFSHORE EN;Equity;0,05;78,58;145 385,00;11 425 004,98;11 425 004,98;Industrials;6446620;KR7009540006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
021240;COWAY LTD;Equity;0,05;61,47;184 426,00;11 337 036,05;11 337 036,05;Consumer Discretionary;6173401;KR7021240007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
MAXIS;MAXIS;Equity;0,05;1,25;9 049 200,00;11 323 427,77;11 323 427,77;Communication;B5387L5;MYL6012OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
GGBR4;GERDAU PREF SA;Equity;0,05;2,74;4 111 385,00;11 266 959,62;11 266 959,62;Materials;2645517;BRGGBRACNPR8;XBSP;Brazil;USD;BRL;5,06
EICHERMOT;EICHER MOTORS LTD;Equity;0,05;222,24;50 653,00;11 257 016,14;11 257 016,14;Consumer Discretionary;6099819;INE066A01013;National Stock Exchange Of India;India;USD;INR;75,85
PETGAS;PETRONAS GAS;Equity;0,05;4,12;2 729 400,00;11 256 576,45;11 256 576,45;Utilities;6703972;MYL6033OO004;Bursa Malaysia;Malaysia;USD;MYR;4,27
MOMO;MOMO ADR REPRESENTING INC;Equity;0,05;19,74;568 214,00;11 216 544,36;11 216 544,36;Communication;BSS6HX7;US60879B1070;NASDAQ;China;USD;USD;1,00
1800;CHINA COMMUNICATIONS CONSTRUCTIONS;Equity;0,05;0,62;18 146 000,00;11 215 254,00;11 215 254,00;Industrials;B1JKTQ6;CNE1000002F5;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
881;ZHONGSHENG GROUP HOLDINGS LTD;Equity;0,05;5,14;2 163 500,00;11 124 433,88;11 124 433,88;Consumer Discretionary;B633D97;KYG9894K1085;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
CIPLA;CIPLA LTD;Equity;0,05;8,48;1 308 472,00;11 102 238,94;11 102 238,94;Health Care;B011108;INE059A01026;National Stock Exchange Of India;India;USD;INR;75,85
BSANTANDER;BANCO SANTANDER CHILE;Equity;0,05;0,04;249 656 398,00;10 925 192,81;10 925 192,81;Financials;2000257;CLP1506A1070;Santiago Stock Exchange;Chile;USD;CLP;792,95
3231;WISTRON CORP;Equity;0,05;1,03;10 550 940,00;10 919 794,29;10 919 794,29;Information Technology;6672481;TW0003231007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
IHH;IHH HEALTHCARE;Equity;0,05;1,27;8 542 200,00;10 869 161,34;10 869 161,34;Health Care;B83X6P8;MYL5225OO007;Bursa Malaysia;Malaysia;USD;MYR;4,27
AUROPHARMA;AUROBINDO PHARMA LTD;Equity;0,05;10,17;1 062 542,00;10 809 975,43;10 809 975,43;Health Care;6702634;INE406A01037;National Stock Exchange Of India;India;USD;INR;75,85
FUNO11;FIBRA UNO ADMINISTRACION REIT SA;Equity;0,05;0,91;11 884 300,00;10 787 660,44;10 787 660,44;Real Estate;B671GT8;MXCFFU000001;Bolsa Mexicana De Valores;Mexico;USD;MXN;22,44
TLEVISACPO;GRUPO TELEVISA;Equity;0,05;1,17;9 203 800,00;10 770 218,82;10 770 218,82;Communication;2380108;MXP4987V1378;Bolsa Mexicana De Valores;Mexico;USD;MXN;22,44
EMAAR;EMAAR PROPERTIES;Equity;0,05;0,78;13 716 764,00;10 754 878,05;10 754 878,05;Real Estate;B01RM25;AEE000301011;Dubai Financial Market;United Arab Emirates;USD;AED;3,67
BPAC11;BCO BTG PACTUAL UNT SA;Equity;0,05;12,44;856 800,00;10 659 039,27;10 659 039,27;Financials;BZBZVC7;BRBPACUNT006;XBSP;Brazil;USD;BRL;5,06
COPEC;EMPRESAS COPEC SA;Equity;0,05;7,19;1 480 086,00;10 639 439,31;10 639 439,31;Energy;2196026;CLP7847L1080;Santiago Stock Exchange;Chile;USD;CLP;792,95
ECOPETROL;ECOPETROL SA;Equity;0,05;0,57;18 811 056,00;10 637 373,38;10 637 373,38;Energy;B2473N4;COC04PA00016;Bolsa De Valores De Colombia;Colombia;USD;COP;3 757,84
3888;KINGSOFT CORP LTD;Equity;0,05;3,38;3 146 000,00;10 635 372,45;10 635 372,45;Information Technology;B27WRM3;KYG5264Y1089;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
CHMF;SEVERSTAL;Equity;0,05;13,47;786 482,00;10 594 363,56;10 594 363,56;Materials;B5B9C59;RU0009046510;Standard-Classica-Forts;Russian Federation;USD;RUB;69,71
6488;GLOBALWAFERS LTD;Equity;0,05;12,93;814 000,00;10 523 851,26;10 523 851,26;Information Technology;BS7JP33;TW0006488000;Gretai Securities Market;Taiwan;USD;TWD;29,66
USD;USD CASH;Cash;0,05;100,00;10 478 861,00;10 478 861,18;10 478 861,18;Cash and/or Derivatives;--;--;--;United States;USD;USD;1,00
271560;ORION CORP;Equity;0,05;114,22;91 535,00;10 455 277,04;10 455 277,04;Consumer Staples;BDVLJ72;KR7271560005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
GARAN;TURKIYE GARANTI BANKASI A;Equity;0,05;1,19;8 762 110,00;10 430 396,88;10 430 396,88;Financials;B03MYP5;TRAGARAN91N1;Istanbul Stock Exchange;Turkey;USD;TRY;6,84
ONGC;OIL AND NATURAL GAS LTD;Equity;0,05;1,11;9 407 567,00;10 405 654,02;10 405 654,02;Energy;6139362;INE213A01029;National Stock Exchange Of India;India;USD;INR;75,85
601166;INDUSTRIAL BANK LTD A;Equity;0,05;2,25;4 609 622,00;10 393 141,91;10 393 141,91;Financials;BP3R295;CNE000001QZ7;Shanghai Stock Exchange;China;USD;CNY;7,07
UPL;UPL LTD;Equity;0,05;5,43;1 911 054,00;10 371 251,83;10 371 251,83;Materials;B0L0W35;INE628A01036;National Stock Exchange Of India;India;USD;INR;75,85
603288;FOSHAN HAI TIAN FLAVOURING & FOOD;Equity;0,05;16,25;637 818,00;10 364 508,75;10 364 508,75;Consumer Staples;BTFRHX0;CNE100001SL2;Shanghai Stock Exchange;China;USD;CNY;7,07
BTS.R;BTS GROUP HOLDINGS NON-VOTING DR P;Equity;0,05;0,38;27 345 900,00;10 328 368,33;10 328 368,33;Industrials;B0H72C9;TH0221010R10;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
1402;FAR EASTERN NEW CENTURY CORP;Equity;0,05;0,93;11 138 038,00;10 307 087,72;10 307 087,72;Industrials;6331470;TW0001402006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
032830;SAMSUNG LIFE LTD;Equity;0,05;38,96;263 614,00;10 270 390,93;10 270 390,93;Financials;B12C0T9;KR7032830002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
DPW;DP WORLD PLC;Equity;0,05;16,13;634 727,00;10 238 146,51;10 238 146,51;Industrials;B291WY5;AEDFXA0M6V00;Nasdaq Dubai;United Arab Emirates;USD;USD;1,00
EMIRATESNBD;EMIRATES NBD;Equity;0,05;2,45;4 172 213,00;10 222 810,67;10 222 810,67;Financials;B28PFX8;AEE000801010;Dubai Financial Market;United Arab Emirates;USD;AED;3,67
MCG;MULTICHOICE GROUP LTD;Equity;0,05;6,04;1 686 049,00;10 179 621,17;10 179 621,17;Communication;BHZSKR4;ZAE000265971;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
BAJAJFINSV;BAJAJ FINSERV LTD;Equity;0,05;69,69;145 518,00;10 140 745,16;10 140 745,16;Financials;B2QKWK1;INE918I01018;National Stock Exchange Of India;India;USD;INR;75,85
LUPIN;LUPIN LTD;Equity;0,05;12,02;843 002,00;10 134 583,88;10 134 583,88;Health Care;6143761;INE326A01037;National Stock Exchange Of India;India;USD;INR;75,85
GULF.R;GULF ENERGY DEVELOPMENT PCL NON-VO;Equity;0,05;1,20;8 413 800,00;10 117 473,97;10 117 473,97;Utilities;BFN4H35;TH8319010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
RNI;REINET INVESTMENTS S.C.A.;Equity;0,05;17,52;576 620,00;10 104 617,54;10 104 617,54;Financials;BF52QF2;LU0383812293;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
MOL;MOL HUNGARIAN OIL AND GAS;Equity;0,05;6,36;1 578 778,00;10 035 789,34;10 035 789,34;Energy;BD5ZXH8;HU0000153937;Budapest Stock Exchange;Hungary;USD;HUF;308,65
HAPV3;HAPVIDA PARTICIPACOES E INVESTIMEN;Equity;0,05;11,79;849 500,00;10 014 737,70;10 014 737,70;Health Care;BF4J7N9;BRHAPVACNOR4;XBSP;Brazil;USD;BRL;5,06
KLBN11;KLABIN UNITS SA;Equity;0,05;3,80;2 635 400,00;10 011 075,44;10 011 075,44;Materials;BJ0K6Z9;BRKLBNCDAM18;XBSP;Brazil;USD;BRL;5,06
2409;AU OPTRONICS CORP;Equity;0,05;0,31;32 539 000,00;9 982 297,81;9 982 297,81;Information Technology;6288190;TW0002409000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1339;THE PEOPLES INSURANCE CO (GROUP);Equity;0,05;0,31;32 040 000,00;9 921 936,49;9 921 936,49;Financials;B8RZJZ1;CNE100001MK7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
010130;KOREA ZINC INC;Equity;0,05;304,45;32 410,00;9 867 307,69;9 867 307,69;Materials;6495428;KR7010130003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
BRITANNIA;BRITANNIA INDUSTRIES LTD;Equity;0,05;44,38;222 135,00;9 857 519,75;9 857 519,75;Consumer Staples;BGSQG47;INE216A01030;National Stock Exchange Of India;India;USD;INR;75,85
9921;GIANT MANUFACTURING LTD;Equity;0,05;8,78;1 122 203,00;9 855 169,12;9 855 169,12;Consumer Discretionary;6372167;TW0009921007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
168;TSINGTAO BREWERY LTD H;Equity;0,05;7,10;1 388 000,00;9 850 195,48;9 850 195,48;Consumer Staples;6905808;CNE1000004K1;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
966;CHINA TAIPING INSURANCE HLDGS LTD;Equity;0,05;1,57;6 269 260,00;9 836 544,25;9 836 544,25;Financials;6264048;HK0000055878;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
GAPB;GRUPO AEROPORTUARIO DEL PACIFICO;Equity;0,05;7,06;1 391 800,00;9 830 964,56;9 830 964,56;Industrials;B0ZV104;MX01GA000004;Bolsa Mexicana De Valores;Mexico;USD;MXN;22,44
SHREECEM;SHREE CEMENT LTD;Equity;0,05;295,21;33 271,00;9 822 034,32;9 822 034,32;Materials;6100357;INE070A01015;National Stock Exchange Of India;India;USD;INR;75,85
URC;UNIVERSAL ROBINA CORP;Equity;0,05;2,85;3 444 220,00;9 810 247,19;9 810 247,19;Consumer Staples;6919519;PHY9297P1004;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
UGPA3;ULTRAPAR PARTICIPOES SA;Equity;0,04;3,55;2 754 600,00;9 784 053,78;9 784 053,78;Energy;B0FHTN1;BRUGPAACNOR8;XBSP;Brazil;USD;BRL;5,06
DIVISLAB;DIVIS LABORATORIES LTD;Equity;0,04;31,58;309 444,00;9 770 928,11;9 770 928,11;Health Care;6602518;INE361B01024;National Stock Exchange Of India;India;USD;INR;75,85
PPB;PPB GROUP;Equity;0,04;4,10;2 381 860,00;9 767 439,95;9 767 439,95;Consumer Staples;6681669;MYL4065OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
010950;S-OIL CORP;Equity;0,04;57,40;169 660,00;9 738 748,96;9 738 748,96;Energy;6406055;KR7010950004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
